Id,Date,University,Degree,Country,City,Do you understand that this is a paid course ?...3,Course Fee Email,Payment,Payment Receipt Sent,How did you hear about this course?,Gender,Age,Are you currently attending University / College?,Have you taken any foundational course in data science / econometrics / statistics / computer science?,"What programming language(s) are you most comfortable in (R, Python, Java, JS, etc.)? If none please type ""None"".",Prior Work Experience in Data Science or Machine Learning,Primary Reason for taking this course?,Do you understand that this is a paid course ?...21,"Prior Formal Education (course teaching or using R, university assignments, coding projects, course work, etc.) in R?","Prior Formal Education (course teaching or using Python, university assignments, coding projects, course work, etc.) in Python?",Prior Work Experience in R.,Prior Work Experience in Python.,"Personal Education or Knowledge (learning R on your own and/or doing personal projects, etc.) in R?",Do you have a LinkedIn Account?,"Do you have any feedback, thoughts, or comments you would like to share?",Latest Degree Completed or in Progress?
184,8/25/2022,IBA,Compute Science,Pakistan,Karachi,Yes,Sent,Pending,NA,"University Forums (Alumni,Senior, Career forums)",Female,21,Yes,Computer Science,Java,Beginner (0 Years),Want to purse this field as a career,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),None,NA,Bachelors
185,8/25/2022,SirSyed,Compute Science,Pakistan,Karachi,Yes,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,22,Yes,None of them,"Java, Python",Beginner (0 Years),I want to be a professional machine learning engineer,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,I'm suffering from a financial crisis. I'm pursuing my graduation on scholarships. So please if it is paid course then if there is a consideration for me then I will be very grateful,Bachelors
186,8/25/2022,B.Z.U multan,B.com,Pakistan,Not Specified,No,Sent,Pending,NA,Linkedin,Male,22,Yes,Computer Science,None,Beginner (0 Years),Yes,No,Beginner (0 Years),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),TRUE,Yes,Bachelors
187,8/25/2022,Bahri,Compute Science,Pakistan,Islamabad,Yes,Sent,Pending,NA,Linkedin,Male,22,No,Data Science,"Python, SQL",Learner (1 Year or Less),To improve my skill in Data science inorder to achieve my targeted goal,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),TRUE,I am looking to be selected for this course,Bachelors
188,8/23/2022,IBA,Accounting and Finance,Pakistan,Karachi,Yes,Sent,Paid,Yes,From a Friend,Male,25,Yes,None of them,None,Beginner (0 Years),To expand my skills,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,None,Bachelors
189,8/25/2022,GCUF,BS Software Engineering,Pakistan,Islamabad,Yes,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,23,No,Computer Science,Python,Learner (1 Year or Less),I want to be a Machine Learning Engineer.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
190,8/25/2022,IBA,Compute Science,Pakistan,Karachi,Yes,Sent,Pending,NA,"University Forums (Alumni,Senior, Career forums)",Female,19,Yes,Computer Science,Java,Beginner (0 Years),I want to start my data science career earlier than usual,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,I have a question which is that is this going to be an online course?,Bachelors
191,8/22/2022,LUMS,Accounting and Finance,Pakistan,Faisalabad,Yes,Sent,Paid,Yes,"Social Media (Facebook, Whatsapp etc)",Female,27,No,None of them,None,Beginner (0 Years),I want to start my career in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,None,Bachelors
192,8/24/2022,LUMS,Electrical Engineering,Pakistan,Lahore,Yes,Sent,Paid,Yes,"Social Media (Facebook, Whatsapp etc)",Male,27,No,Data Science,Python,Beginner (0 Years),To land  to a beginner level opportunity in Data Science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,no,Masters
193,8/25/2022,IOBM,Economics,Pakistan,Karachi,Yes,Sent,Pending,NA,From a Friend,Male,23,No,Data Science,Nones,Beginner (0 Years),To learn data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,None,Bachelors
194,8/25/2022,SZABIST,Data Sciences,Pakistan,Rawalpindi,No,Sent,Pending,NA,Linkedin,Male,23,Yes,All of them,Python,Learner (1 Year or Less),To learn advance level industrial work and can contribute to the industry.,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Masters
195,8/31/2022,IBA,Economics,Pakistan,Karachi,NA,Sent,Paid,Yes,From a Friend,Female,23,No,All of them,R and Python,Beginner (0 Years),"I want to polish my analytical skills in data science and business analytics background. I am a data driven person who have a keen interest in learning about softwares. This is an ideal opportunity for me to tap in this world, and utilize my knowledge in best possible way.",Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),TRUE,"Excited to get onboard, also I would like to know what will be the workload like.",Bachelors
196,8/25/2022,IBA,Compute Science,Pakistan,Karachi,No,Sent,Pending,NA,From a Friend,Male,21,Yes,Computer Science,Python and java,Beginner (0 Years),Wanna learn data science and want to enroll my self in computer science world,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),None,Nop,Bachelors
197,8/26/2022,University of Gujrat,BS Software Engineering,Pakistan,Gujrat,No,Sent,Pending,NA,Linkedin,Female,24,No,All of them,"Python, R",Learner (1 Year or Less),I am a fresher in data science looking for an opportunity to enhance my technical skills and this course is an opportunity like none other to be a professional. Where we are first being taught and then internships are being offered on successful completion of the course.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),TRUE,NA,Bachelors
198,8/26/2022,SirSyed,BS Software Engineering,Pakistan,Karachi,No,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,22,Yes,Data Science,Python,Beginner (0 Years),Interesting,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),None,No,Bachelors
199,8/26/2022,SirSyed,Compute Science,Pakistan,Karachi,No,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,28,Yes,Statisitics,Java,Beginner (0 Years),better understanding,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,Bachelors
200,8/26/2022,SirSyed,BS Software Engineering,Pakistan,Karachi,No,Sent,Pending,NA,From a Friend,Female,24,No,Data Science,Python,Learner (1 Year or Less),"Because I found that everything, every technology and every invention like metaverse is based on data . And I have learned things about data science from online resources such as bootcamp.com. And I want to perceive data science as a career. So I want to take this course to start my career as a data engineer or data scientist.",No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),TRUE,"If this course is paid.  Then let me know, want to take it . Thank you.",Bachelors
201,8/26/2022,QU,Statistics,Pakistan,Islamabad,Yes,Sent,Pending,Yes,From a Friend,Male,23,Yes,Statisitics,R,Learner (1 Year or Less),I want to improve my knowledge and skills and get experience in the field of Data Science,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),TRUE,Looking forward to hearing from you.,Bachelors
202,8/26/2022,IBA,Compute Science,Pakistan,Karachi,No,Sent,Pending,NA,"University Forums (Alumni,Senior, Career forums)",Female,21,Yes,All of them,Python but want to learn R,Learner (1 Year or Less),To develop and polish my skills more,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
203,8/26/2022,KU,Compute Science,Pakistan,Karachi,No,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,20,Yes,Computer Science,"Python, C++ and JS",Beginner (0 Years),Professional development,No,Learner (1 Year or Less),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),TRUE,NA,Bachelors
204,8/26/2022,IBA,Compute Science,Pakistan,Karachi,No,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,21,Yes,Computer Science,Java,Beginner (0 Years),Learning and Internship,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,None,Bachelors
205,8/26/2022,IBA,Business Administration,Pakistan,Karachi,Yes,Sent,Maybe,NA,Cube Statiistica Employee,Male,22,Yes,Data Science,None,Beginner (0 Years),Learning data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,Bachelors
206,8/27/2022,University of Technology,BSc Information Engineering Tech,Pakistan,Nowshera,Yes,Sent,Pending,NA,Linkedin,Male,21,Yes,All of them,Python,Learner (1 Year or Less),"Being an aspiring data scientist, I want to learn new things in the field of Data Science and Artificial Intelligence. Love with data and it's manipulation is my favorite hobby.",Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),TRUE,NA,Bachelors
207,8/24/2022,NED,Automotive Engineering,Pakistan,Karachi,Yes,Sent,Paid,Yes,Linkedin,Male,23,No,Data Science,Python,Beginner (0 Years),I am switching my career into Data Sciences,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
208,8/27/2022,NED,BS in AI,Pakistan,Karachi,no,Sent,Pending,NA,Other,Male,25,Yes,All of them,Python,Learner (1 Year or Less),Advancement in Career,No,Intermediate (2-3 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,Masters
209,8/27/2022,VU,BS Software Engineering,Pakistan,Islamabad,Yes,Sent,Maybe,NA,Linkedin,Male,21,Yes,All of them,Python and R,Intermediate (2-3 Years),"Actually, I was looking for an internship or a fresher job opportunity in Data Science, So I heard about this opportunity. I am well aware about the concepts of data science (particularly Machine Learning) and have been doing freelancing for almost two years.",Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),TRUE,NA,Bachelors
210,8/25/2022,University of Malaya,Bachelors of Chemical Engineering,Pakistan,Karachi,Yes,Sent,Paid,NA,Linkedin,Male,27,No,Data Science,"R, Python",Learner (1 Year or Less),Develop professional skills in Data Science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),TRUE,None,Bachelors
211,8/28/2022,NED,Data Sciences,Pakistan,Karachi,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Female,24,Yes,All of them,Python,Beginner (0 Years),To excel my career in my dreamed Field,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,No,Masters
212,8/28/2022,COMSATS,Mathematics,Pakistan,Abbottabad,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Female,31,No,Computer Science,Python,Beginner (0 Years),Learn more about data science,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),None,No,Masters
213,8/28/2022,Paf Kiet,Compute Science,Pakistan,Karachi,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,21,Yes,Data Science,Python,Learner (1 Year or Less),Hand on experiance,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,No,Bachelors
214,8/28/2022,UET,Electrical Engineering,Pakistan,Peshawar,Yes,Sent,Maybe,NA,"Social Media (Facebook, Whatsapp etc)",Male,28,Yes,Data Science,Python,Learner (1 Year or Less),Want to learn more,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,No,Bachelors
215,8/28/2022,Concordia University Montreal ( joining this fall),PhD in Building Engineering,Pakistan,Islamabad,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,27,Yes,Data Science,Python,Learner (1 Year or Less),To get myself well acquainted with this field,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,Masters
216,8/28/2022,International Islamic university,Information Technology,Pakistan,Rawalpindi,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,22,Yes,Data Science,Python,Beginner (0 Years),To gain knowledge,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,No,Bachelors
217,8/28/2022,SirSyed,Compute Science,Pakistan,Karachi,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,22,Yes,Data Science,Python,Intermediate (2-3 Years),For Grab the Internship,No,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),TRUE,Good Job.,Bachelors
218,8/28/2022,Government college university faislabad,Compute Science,Pakistan,Jaranwala,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Female,23,Yes,Statisitics,Python,Learner (1 Year or Less),Wanted to learn advance knowledge about machine learning,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,Masters
219,8/28/2022,"Islamic University, Bangladesh",BSc(Engineer) in Information & Communication Tecnology,Bangladesh,Kushtia,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,23,Yes,All of them,Python,Intermediate (2-3 Years),I want learn more.,No,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Intermediate (2-3 Years),TRUE,If you count me for this program and five me full free scholarship i will give you service in future.,Bachelors
220,8/28/2022,University Of Technology Nowshera,Information Technology,Pakistan,Nowshera,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,22,Yes,All of them,Python,Learner (1 Year or Less),To showcase My educational skills in the market. And it is compulsory for my education,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,Everything is fibe except the Fees. It should be free. Cause from 10 Learner's u can get 2gems for ur organization,Bachelors
221,8/28/2022,National University of Sciences and technology Pakistan,Geo informatics Engineering,Pakistan,Abbottabad,Yes,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,26,Yes,Computer Science,Python,Learner (1 Year or Less),Understanding of data science concepts,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),TRUE,None,Bachelors
222,9/1/2022,IBA,Economics,Pakistan,Karachi,NA,NA,Paid,Yes,Linkedin,Female,22,No,Econometrics,R,Beginner (0 Years),To learn data science skills,Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),TRUE,Excited to learn,Bachelors
223,8/28/2022,KU,Bachelors of commerce,Pakistan,Karachi,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,33,Yes,None of them,None,Beginner (0 Years),I want to learn this programme to get better opportunity for me and the future of my family.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),None,NA,Bachelors
224,8/28/2022,UET,Compute Science,Pakistan,Peshawar,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,23,Yes,Data Science,Pyrhon c++,Learner (1 Year or Less),Enhanced my knowledge,No,Intermediate (2-3 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),None,None,Bachelors
225,8/28/2022,VU,Compute Science,Pakistan,Chakwal,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Female,39,No,Data Science,None,Beginner (0 Years),Learn new skill,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),None,NA,Masters
226,8/28/2022,Capital University,Electrical Engineering,Pakistan,Islamabad,no,Sent,Maybe,NA,"Social Media (Facebook, Whatsapp etc)",Male,28,Yes,All of them,"Python , JS",Learner (1 Year or Less),Career path in data science,No,Advanced (4+),Advanced (4+),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),None,Kindly select me,Masters
227,8/28/2022,UET,Mechanical Engineering,Germany,Koln,Yes,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,25,Yes,Data Science,Python,Learner (1 Year or Less),I want to expand my knowledge skills and want to understand the intricacies of Data Science in order to get a job or internship in the field of Data Science,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),TRUE,NA,Bachelors
228,8/28/2022,"University OF South Asia, Lahore",Telecommuincation,Canada,Guelph,no,Sent,Pending,NA,"Other Internet forums (e.g Datacamp, Kaggle) ",Male,37,No,Computer Science,Python,Beginner (0 Years),To Learn Data Science and Machine Learning,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),None,NA,Bachelors
229,8/29/2022,IBA,Compute Science,Pakistan,Karachi,no,Sent,Paid,NA,From a Friend,Female,19,Yes,Computer Science,NONE,Beginner (0 Years),BECAUSE I WANT TO PURSUE MY CAREER IN DATA SCIENCE,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,I AM VERY INTERESTED IN THIS PLATFORM TO LEARN ABOUT IT.  IT WILL GIVE ME A DIRECTION TOWARDS MY GOAL.,Bachelors
230,8/29/2022,University of Malakand,Compute Science,Pakistan,"Batkhela, Malakand",no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,23,Yes,None of them,"Python, JavaScript",Learner (1 Year or Less),Perusing career as a Data scientist,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Masters
231,8/22/2022,LUMS,Business Administration,Pakistan,Islamabad,No,Sent,Paid,Yes,"Social Media (Facebook, Whatsapp etc)",Male,30,No,Computer Science,None,Beginner (0 Years),I want to understand the field of data science and machine learning,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,_,Masters
232,8/29/2022,University of Skövde,Informatics,Sweden,Gohenberg,no,Sent,Pending,NA,Other,Female,34,Yes,All of them,Python . R,Learner (1 Year or Less),Professional  grooming,No,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),None,NA,PhD
233,8/29/2022,Arid university Rawalpindi,Bachelor of science in information technology,Pakistan,Islamabad,no,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,24,No,Data Science,"Python, Java, R",Learner (1 Year or Less),To enhance my skills in Data Science,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),TRUE,NA,Bachelors
234,8/31/2022,Pak-Austria Fachhochschule Institute of Applied Sciences and Technology,Compute Science,Pakistan,Multan,NA,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,22,Yes,Computer Science,"C++, Python",Learner (1 Year or Less),Building skillset in emerging technologies,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),TRUE,Not any,Bachelors
235,8/24/2022,IOBM,Economics,Pakistan,Islamabad,Yes,Sent,Paid,Yes,"University Forums (Alumni,Senior, Career forums)",Male,22,No,Econometrics,None,Learner (1 Year or Less),Want to develop skills in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),TRUE,NA,Bachelors
236,8/31/2022,GIFT University,Compute Science,Saudi Arabia,Hail,NA,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Female,37,No,Data Science,"Python, Java",Learner (1 Year or Less),I have interest and want to opt the profession as a Data Scientist,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
237,8/25/2022,QU,Statistics,Pakistan,Sheikhupura,Yes,Sent,Paid,Yes,"Social Media (Facebook, Whatsapp etc)",Male,22,No,Statisitics,"R ,java",Learner (1 Year or Less),For gain skills,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),TRUE,This is very effective and very useful to gain knowledge about data science and machine learning and very useful to gain skills,Bachelors
238,8/31/2022,Mehran University of Engineering,Compute Science,Pakistan,Jamshoro,NA,Sent,Pending,NA,From a Friend,Male,21,Yes,None of them,Python,Learner (1 Year or Less),"To Develop my Skill, Learn and know about new technology and freelanccing",No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
239,8/31/2022,National school of engineering of tunis,Industrial,Tunisia,Ariana,NA,Sent,Pending,NA,"Social Media (Facebook, Whatsapp etc)",Male,23,Yes,All of them,R python,Learner (1 Year or Less),Because i want to continue my career in this field,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),TRUE,NA,Masters
240,9/1/2022,Gomal University,Compute Science,Pakistan,D.I.Khan,NA,NA,NA,NA,"Social Media (Facebook, Whatsapp etc)",Male,40,Yes,Data Science,Python,Beginner (0 Years),To apply my Data Science knowledge.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,PhD
241,9/1/2022,UAAR,BS GIS,Pakistan,Islamabad,NA,NA,NA,NA,Linkedin,Male,26,No,Computer Science,Python,Learner (1 Year or Less),GIS + AI = GEOAI,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,AWESOME,Bachelors
242,9/1/2022,University of sindh,Compute Science,Pakistan,Karachi,NA,NA,NA,NA,Linkedin,Male,23,No,Data Science,Python,Learner (1 Year or Less),This is my goal & i love to work in this field,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
243,8/24/2022,QU,Statistics,Pakistan,Layyah,Yes,Sent,Paid,Yes,From a Friend,Female,21,No,Statisitics,R and Python,Beginner (0 Years),Learning about Python and R,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,nope,Bachelors
244,9/3/2022,university of ottawa,Economics,Canada,Toronto,NA,NA,NA,NA,Cube Statiistica Employee,Male,Under 17,No,Econometrics,none,Beginner (0 Years),growth,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),none,NA,Bachelors
245,9/3/2022,IBA,Business Administration,Pakistan,Karachi,NA,NA,NA,NA,From a Friend,Male,21,Yes,All of them,I have nearly completed the specialization called Python for everybody,Beginner (0 Years),I aspire  to have a practical work experience for a career I have got immense motivation to pursue,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),None (0 Years),Beginner (0 Years),TRUE,NA,H.S.C
246,9/4/2022,IBA,Compute Science,Pakistan,Karachi,NA,NA,NA,NA,From a Friend,Male,21,Yes,Computer Science,Python & Java,Beginner (0 Years),I want to purse my career in the field of Data Sciences as after completing my recent course at Data Camp in the field of Data Analyst. I begin to find liking to this course. My passion is to build a software house that will be  providing data science solutions to other firms.,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),TRUE,NA,Bachelors
247,9/7/2022,SZABIST,Compute Science,Pakistan,Karachi,NA,NA,NA,NA,From a Friend,Male,21,Yes,None of them,Python and java,Beginner (0 Years),Learning new skills,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),TRUE,NA,Bachelors
